1.1.a.1: Survey Date,Region P-CODE,Zone P-CODE,Woreda P-CODE,1.4.a.1: Site Open Date,1.5.e.1: Displacement Reason,1.5.b.1: Region (Largest IDP group) ,1.5.b.2: Zone (Largest IDP group),1.5.b.3: Woreda (Largest IDP group),1.5.c.1: Region (2nd largest IDP group),1.5.c.2: Zone (2nd largest IDP group),1.5.c.3: Woreda (2nd largest IDP group),2.1.a.1: Total HHs,2.1.b.1: Total Individuals,2.3.c.1: Date of arrival of first IDP group,2.3.c.2: Is date known for arrival of last IDP group,2.3.c.2: Date of arrival of last IDP group,2.3.b.4: Have IDPs been displaced previously?,2.3.j.1: IDPs leaving place of displacement?,2.3.e.7: Are there factors which are preventing the largest IDP group from returning?,2.3.e.7: Accessibility,2.3.e.7: Lack of food,2.3.e.7: House damaged/destroyed,2.3.e.7: Lack of safety/security,2.3.e.7: No livelihood,2.3.e.7: Basic infrastructures damaged/flooded,2.3.l.1: What durable solution do majority of IDPs perfer at the site?,2.3.l.2: What support do majority of the IDPs need to return or locally reintegrate?,2.3.l.2: Livelihood,2.3.l.2: Land/Resources,2.3.l.2: ID/Documentation,2.3.l.2: Access to services,2.3.l.2: Safety & Security,2.3.l.2: Livestock/Restocking
18 November 2017,ET05,ET0505,ET050506,20-01-2017,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,185,1073,20-01-2017,Yes,20-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood livestock restocking,Yes,No,No,No,No,Yes
17 November 2017,ET05,ET0505,ET050506,20-01-2017,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,415,2574,20-01-2017,Yes,20-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,id documentation livestock restocking,No,No,Yes,No,No,Yes
16 November 2017,ET05,ET0505,ET050506,15-01-2017,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,356,2011,15-01-2017,Yes,18-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation access services livestock restocking,Yes,No,Yes,Yes,No,Yes
29 November 2017,ET05,ET0508,ET050809,03-06-2015,Drought,ET05,ET0508,ET050809,Somali,Afder,Raso,48,273,05-03-2017,Yes,08-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
30 November 2017,ET05,ET0508,ET050809,06-04-2017,Drought,ET05,ET0508,ET050809,,,,123,739,06-04-2017,Yes,15-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
25 November 2017,ET05,ET0508,ET050808,10-01-2017,Drought,ET05,ET0508,ET050808,Somali,Afder,Chereti/Weyib,972,4957,10-01-2017,Yes,02-08-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
23 November 2017,ET05,ET0508,ET050808,10-01-2017,Drought,ET05,ET0508,ET050808,Somali,Afder,Dolobay,603,3167,10-01-2017,Yes,10-08-2017,No,No,accessibility no livelihood,Yes,No,No,No,Yes,No,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
12 November 2017,ET05,ET0508,ET0508061,10-01-2017,Drought,ET05,ET0508,ET050806,,,,203,1217,10-01-2017,Yes,15-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
20 November 2017,ET05,ET0510,ET051001,08-08-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,207,2235,08-08-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood land resources safety and security,Yes,Yes,No,No,Yes,No
15 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,91,647,10-01-2017,Yes,02-05-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
18 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,119,887,10-01-2017,Yes,17-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
16 November 2017,ET05,ET0504,ET050403,09-02-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,81,543,09-02-2017,Yes,10-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
16 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,254,1792,10-01-2017,Yes,17-10-2017,No,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
18 November 2017,ET05,ET0504,ET050403,07-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,246,1501,07-01-2017,Yes,18-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
10 November 2017,ET05,ET0504,ET050410,15-01-2017,Drought,ET05,ET0510,ET051002,Somali,Nogob,Elwayne,90,584,15-01-2017,Yes,21-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
08 November 2017,ET05,ET0504,ET050410,15-01-2017,Drought,ET05,ET0510,ET051002,Somali,Nogob,Elwayne,49,345,15-01-2017,Yes,03-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
09 November 2017,ET05,ET0504,ET050410,15-01-2017,Drought,ET05,ET0510,ET051002,,,,101,581,15-01-2017,Yes,11-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
09 November 2017,ET05,ET0504,ET050410,15-01-2017,Drought,ET05,ET0510,ET051002,Somali,Shabelle,East Imi,163,1019,15-01-2017,Yes,19-05-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
09 November 2017,ET05,ET0504,ET050410,15-01-2017,Drought,ET05,ET0510,ET051002,Somali,Nogob,Elwayne,41,278,15-01-2017,Yes,17-05-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
10 November 2017,ET05,ET0504,ET050410,17-01-2017,Drought,ET05,ET0510,ET051002,Somali,Nogob,Elwayne,70,439,17-01-2017,Yes,28-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
14 November 2017,ET05,ET0504,ET050405,11-01-2017,Drought,ET05,ET0510,ET071302,Somali,Nogob,Segeg,299,2096,11-01-2017,Yes,16-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
17 November 2017,ET05,ET0501,ET050106,06-06-2015,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,75,635,03-06-2015,Yes,10-11-2016,No,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
18 November 2017,ET05,ET0501,ET050106,09-01-2016,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,183,1401,09-01-2016,Yes,22-10-2016,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
07 November 2017,ET05,ET0505,ET050503,01-01-2017,Drought,ET05,ET0505,ET050503,Somali,Korahe,Shilabo,128,665,01-01-2017,Yes,14-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
28 November 2017,ET05,ET0507,ET050703,12-01-2017,Drought,ET05,ET0507,ET050703,Somali,Doolo,Geladin,300,1770,12-01-2017,Yes,04-06-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
25 November 2017,ET05,ET0507,ET050703,08-02-2017,Drought,ET05,ET0507,ET050703,Somali,Doolo,Geladin,128,742,08-02-2017,Yes,11-06-2017,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
07 November 2017,ET05,ET0505,ET050503,01-01-2017,Drought,ET05,ET0505,ET050503,Somali,Korahe,Shilabo,136,769,01-01-2017,Yes,24-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation access services livestock restocking,Yes,No,Yes,Yes,No,Yes
08 November 2017,ET05,ET0505,ET050503,18-01-2017,Drought,ET05,ET0505,ET050503,Somali,Korahe,Shilabo,38,201,18-01-2017,Yes,06-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,id documentation livestock restocking,No,No,Yes,No,No,Yes
14 November 2017,ET05,ET0505,ET050505,17-01-2017,Drought,ET05,ET0505,ET050595,Somali,Korahe,Goglo,59,313,17-01-2017,Yes,12-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood livestock restocking,Yes,No,No,No,No,Yes
10 November 2017,ET05,ET0505,ET050502,01-01-2017,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,47,266,01-01-2017,Yes,24-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
21 July 2017,ET05,ET0507,ET050708,12-01-2017,Drought,ET05,ET0507,ET070704,Somali,Doolo,Gal Hamer,74,455,12-01-2017,Yes,18-07-2017,No,Yes,,,,,,,,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
11 November 2017,ET05,ET0505,ET050508,01-01-2017,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar City,32,186,01-01-2017,Yes,07-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
20 November 2017,ET05,ET0505,ET050507,15-02-2017,Drought,ET05,ET0505,ET050599,Somali,Korahe,Bodaley,49,290,15-02-2017,Yes,22-08-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
11 November 2017,ET05,ET0504,ET050406,15-01-2017,Drought,ET05,ET0510,ET051006,Somali,Nogob,Dihun,101,559,15-01-2017,Yes,19-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
12 November 2017,ET05,ET0504,ET050406,15-01-2017,Drought,ET05,ET0510,ET051006,Somali,Nogob,Dihun,53,303,15-01-2017,Yes,09-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
14 November 2017,ET05,ET0504,ET050405,10-01-2017,Drought,ET05,ET0510,ET071302,Somali,Nogob,Segeg,117,808,10-01-2017,Yes,14-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
11 November 2017,ET05,ET0504,ET050406,20-02-2017,Drought,ET05,ET0510,ET051006,Somali,Nogob,Dihun,271,1613,20-02-2017,Yes,25-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
29 November 2017,ET05,ET0503,ET050308,05-02-2017,Drought,ET05,ET0503,ET050392,Somali,Jarar,Daror,820,4920,05-02-2017,Yes,03-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
12 November 2017,ET05,ET0504,ET050406,15-01-2017,Drought,ET05,ET0510,ET051006,Somali,Nogob,Dihun,215,1300,15-01-2017,Yes,08-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
14 November 2017,ET05,ET0504,ET050405,10-01-2017,Drought,ET05,ET0510,ET071302,Somali,Nogob,Segeg,135,892,10-01-2017,Yes,27-09-2017,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
11 November 2017,ET05,ET0504,ET050406,25-01-2017,Drought,ET05,ET0510,ET051006,Somali,Nogob,Dihun,254,1855,25-01-2017,Yes,03-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
08 November 2017,ET05,ET0504,ET050410,15-01-2017,Drought,ET05,ET0510,ET051002,Somali,Nogob,Elwayne,202,1495,15-01-2017,Yes,19-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
17 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,81,530,10-01-2017,Yes,03-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
12 November 2017,ET05,ET0504,ET050406,14-02-2017,Drought,ET05,ET0510,ET051006,Somali,Nogob,Dihun,103,634,14-02-2017,Yes,03-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 November 2017,ET05,ET0504,ET050405,10-01-2017,Drought,ET05,ET0510,ET071302,Somali,Nogob,Segeg,85,629,10-01-2017,Yes,25-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
20 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,103,707,10-01-2017,Yes,13-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
23 November 2017,ET05,ET0503,ET050306,05-02-2017,Drought,ET05,ET0503,ET050382,Somali,Jarar,Yoale,36,227,05-02-2017,Yes,01-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
17 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,62,441,10-01-2017,Yes,17-10-2017,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
03 November 2017,ET05,ET0509,ET050902,10-01-2017,Drought,ET05,ET041407,ET050902,Somali,Liben,Dolo Odo,79,577,10-01-2017,Yes,15-04-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
11 November 2017,ET05,ET0508,ET0508061,02-02-2017,Drought,ET05,ET0508,ET050806,Somali,Afder,Hargele,225,1148,02-02-2017,Yes,15-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
23 November 2017,ET05,ET0508,ET050808,01-03-2017,Drought,ET05,ET0508,ET050808,Somali,Afder,Dolobay,367,1777,01-03-2017,Yes,05-07-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
14 November 2017,ET05,ET0511,ET051106,10-02-2017,Conflict,ET04,ET0411,ET042104,Oromia,Bale,Ginir,232,1647,10-02-2017,Yes,21-09-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
21 November 2017,ET05,ET0511,ET051104,11-02-2017,Conflict,ET04,ET0410,ET041017,Oromia,East Harerge,Kumbi,783,6266,11-02-2017,Yes,19-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
22 November 2017,ET05,ET0511,ET051104,11-02-2017,Conflict,ET04,ET0410,ET041017,Oromia,West Harerge,Daro Lebu,137,1076,11-02-2017,Yes,21-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
22 November 2017,ET05,ET0511,ET051104,08-02-2017,Conflict,ET04,ET0410,ET041018,Oromia,East Harerge,Kumbi,157,1294,08-02-2017,Yes,09-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
14 November 2017,ET05,ET0511,ET051106,10-02-2017,Drought,ET05,ET0504,ET050403,Somali,Erer,Salahad,60,414,10-02-2017,Yes,07-07-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
08 July 2017,ET05,ET0510,ET051002,12-08-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,700,4935,12-08-2012,No,,No,No,Nothing ,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
09 November 2017,ET05,ET0505,ET050509,07-04-2017,Drought,ET05,ET0505,ET050598,Somali,Korahe,El-ogaden,35,186,07-04-2017,Yes,19-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation access services livestock restocking,Yes,No,Yes,Yes,No,Yes
28 November 2017,ET05,ET0503,ET050308,01-06-2017,Drought,ET05,ET0503,ET050392,Somali,Jarar,Daror,184,1076,01-05-2017,Yes,12-07-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
29 November 2017,ET05,ET0503,ET050310,14-04-2017,Drought,ET05,ET0503,ET050399,Somali,Jarar,Dig,687,4122,14-04-2017,Yes,12-08-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
20 November 2017,ET05,ET0506,ET050611,05-01-2017,Drought,ET05,ET0506,ET040614,Somali,Shabelle,Elele,255,1544,05-01-2017,Yes,19-08-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
09 November 2017,ET05,ET0505,ET050509,02-04-2017,Drought,ET05,ET0505,ET050598,Somali,Korahe,El-ogaden,85,451,02-04-2017,Yes,11-08-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
10 November 2017,ET05,ET0506,ET050603,05-04-2017,Drought,ET05,ET0506,ET030616,Somali,Shabelle,Denan,180,1026,05-04-2017,Yes,10-08-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
23 November 2017,ET05,ET0503,ET050305,23-04-2017,Drought,ET05,ET0503,ET050305,Somali,Jarar,Gunagado,76,467,23-04-2017,Yes,13-11-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation livestock restocking,Yes,Yes,Yes,No,No,Yes
23 November 2017,ET05,ET0503,ET050305,18-04-2017,Drought,ET05,ET0503,ET050305,Somali,Jarar,Gunagado,660,4257,18-04-2017,Yes,21-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
19 November 2017,ET05,ET0504,ET050403,01-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,65,436,01-01-2017,Yes,12-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
28 November 2017,ET05,ET0503,ET050308,29-03-2017,Drought,ET05,ET0503,ET050392,Somali,Jarar,Daror,224,1354,29-03-2017,Yes,20-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood livestock restocking,Yes,No,No,No,No,Yes
01 December 2017,ET05,ET0502,ET050208,15-04-2017,Conflict,ET04,ET0410,ET041015,Somali,Fafan,Tuliguled,493,3229,15-04-2017,No,,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
10 November 2017,ET05,ET0506,ET050603,01-05-2017,Drought,ET05,ET0506,ET030616,,,,81,525,05-04-2017,Yes,05-08-2017,Unknown,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
16 November 2017,ET05,ET0505,ET050506,20-04-2017,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,46,271,20-04-2017,Yes,09-11-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
13 November 2017,ET05,ET0501,ET050107,17-02-2017,Conflict,ET04,ET0409,ET040901,Oromia,West Harerge,Mieso,171,1086,17-02-2017,Yes,20-09-2017,Yes,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Reintegration,livelihood safety and security livestock restocking,Yes,No,No,No,Yes,Yes
26 November 2017,ET05,ET0510,ET051001,05-06-2012,Conflict,ET04,ET0412,ET041207,Oromia,Borena,Arero,355,3817,05-06-2012,No,,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,land resources safety and security,No,Yes,No,No,Yes,No
18 November 2017,ET05,ET0510,ET051001,16-07-2016,Conflict,ET04,ET0414,ET041407,Oromia,Guji,Adola,390,3881,16-07-2016,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,land resources safety and security livestock restocking,No,Yes,No,No,Yes,Yes
26 November 2017,ET05,ET0510,ET051001,25-05-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,840,8736,25-05-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
27 November 2017,ET05,ET0510,ET051001,05-06-2012,Conflict,ET04,ET0414,ET041403,Oromia,Borena,Arero,283,1952,05-06-2012,No,,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,access services safety and security livestock restocking,No,No,No,Yes,Yes,Yes
27 November 2017,ET05,ET0510,ET051001,25-05-2012,Conflict,ET04,ET0412,ET041207,Oromia,Borena,Arero,1106,10092,25-05-2012,No,,No,No,house damaged destroyed lack of security safety basic infrastructures damage,No,No,Yes,Yes,No,Yes,Reintegration,livelihood land resources safety and security,Yes,Yes,No,No,Yes,No
27 November 2017,ET05,ET0510,ET051001,05-06-2012,Conflict,ET04,ET0412,ET041207,Oromia,Borena,Arero,382,3571,05-06-2012,No,,No,No,house damaged destroyed basic infrastructures damage,No,No,Yes,No,No,Yes,Reintegration,livelihood land resources access services,Yes,Yes,No,Yes,No,No
19 November 2017,ET05,ET0510,ET051001,15-05-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,424,3816,15-05-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood safety and security livestock restocking,Yes,No,No,No,Yes,Yes
20 November 2017,ET05,ET0510,ET051001,18-05-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,515,4378,18-05-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood land resources safety and security,Yes,Yes,No,No,Yes,No
17 July 2017,ET05,ET0510,ET051001,15-05-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,203,1391,15-05-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
15 July 2017,ET05,ET0510,ET051001,10-08-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,201,1286,10-08-2012,No,,No,No,Nothing ,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
17 November 2017,ET05,ET0510,ET051001,20-05-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,644,5667,20-05-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,land resources safety and security livestock restocking,No,Yes,No,No,Yes,Yes
19 November 2017,ET05,ET0510,ET051001,15-05-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,504,4561,15-05-2012,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,livelihood safety and security,Yes,No,No,No,Yes,No
27 November 2017,ET05,ET0510,ET051001,20-07-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Yabelo,543,5295,20-07-2012,No,,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,livelihood land resources safety and security,Yes,Yes,No,No,Yes,No
