Survey_Date,Zone_P_CODE,Woreda_P_CODE,Site_Open_Date,Displacement_Reason,Origin_Region,Origin_Zone,Origin_Woreda,Second_Origin_Region,Second_Origin_Zone,Second_Origin_Woreda,Total_Households,Total_Individuals,First_Arrival_Date,Last_Arrival_Known,Last_Arrival_Date,Previously_Displaced,Currently_Leaving,Has_Prevention_Factors,Prevention_Accessibility,Prevention_Food,Prevention_Housing,Prevention_Security,Prevention_Livelihood,Prevention_Infrastructure,Support_Needs,Need_Livelihood,Need_Land,Need_Documentation,Need_Services,Need_Security,Need_Livestock,Displacement_Month,Has_Different_Second_Origin,Displacement_Duration,Origin_Location,Current_Location,Total_Prevention_Factors,Total_Support_Needs,Is_Winter_Migration,Region_Change,Prevention_Factor_Ratio,Support_Need_Ratio,Displacement_Season_Fall,Displacement_Season_Spring,Displacement_Season_Summer,Displacement_Season_Winter,Preferred_Solution_Reintegration,Preferred_Solution_Relocation,Preferred_Solution_Return,Region_P_CODE_ET02,Region_P_CODE_ET03,Region_P_CODE_ET04,Region_P_CODE_ET05,Household_Size_Category_Very Small,Household_Size_Category_Small,Household_Size_Category_Medium,Household_Size_Category_Large,Household_Size_Category_Very Large,year,month,household_size,fdi_pct_gdp,gdp_usd,gdp_per_capita_usd,remittances_pct_gdp,trade_pct_gdp,adult_literacy_rate,youth_literacy_rate,primary_enrollment,secondary_enrollment,regional_weight
2017-11-09,ET0505,ET050509,2017-07-04,Drought,ET05,ET0505,ET050598,Somali,Korahe,El-ogaden,35,186,2017-07-04,0.1386750490563072,2017-10-19,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation access services livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,107.0,ET05_ET0505_ET050598,ET05_ET0505_ET050509,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,5.314285714285714,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-28,ET0503,ET050308,2017-01-06,Drought,ET05,ET0503,ET050392,Somali,Jarar,Daror,184,1076,2017-01-06,0.1386750490563072,2017-12-07,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,335.0,ET05_ET0503_ET050392,ET05_ET0503_ET050308,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.8478260869565215,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-29,ET0503,ET050310,2017-04-14,Drought,ET05,ET0503,ET050399,Somali,Jarar,Dig,687,4122,2017-04-14,0.1386750490563072,2017-12-08,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,4,0.0,238.0,ET05_ET0503_ET050399,ET05_ET0503_ET050310,0.0428616251639721,-0.8077028200332839,-0.7722600223814998,0.0,0.0428616251639715,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.0,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-20,ET0506,ET050611,2017-05-01,Drought,ET05,ET0506,ET040614,Somali,Shabelle,Elele,255,1544,2017-05-01,0.1386750490563072,2017-08-19,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,110.0,ET05_ET0506_ET040614,ET05_ET0506_ET050611,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.0549019607843135,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-09,ET0505,ET050509,2017-02-04,Drought,ET05,ET0505,ET050598,Somali,Korahe,El-ogaden,85,451,2017-02-04,0.1386750490563072,2017-11-08,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,2,0.0,277.0,ET05_ET0505_ET050598,ET05_ET0505_ET050509,-0.9897138901498964,1.3115174503510751,1.2949006435891817,0.0,-0.9897138901498972,1.3115174503510756,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,5.305882352941176,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-10,ET0506,ET050603,2017-05-04,Drought,ET05,ET0506,ET030616,Somali,Shabelle,Denan,180,1026,2017-05-04,0.1386750490563072,2017-10-08,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,157.0,ET05_ET0506_ET030616,ET05_ET0506_ET050603,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.7,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-23,ET0503,ET050305,2017-04-23,Drought,ET05,ET0503,ET050305,Somali,Jarar,Gunagado,76,467,2017-04-23,0.1386750490563072,2017-11-13,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,4,0.0,204.0,ET05_ET0503_ET050305,ET05_ET0503_ET050305,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.144736842105263,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-23,ET0503,ET050305,2017-04-18,Drought,ET05,ET0503,ET050305,Somali,Jarar,Gunagado,660,4257,2017-04-18,0.1386750490563072,2017-10-21,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,4,0.0,186.0,ET05_ET0503_ET050305,ET05_ET0503_ET050305,0.0428616251639721,-0.8077028200332839,-0.7722600223814998,0.0,0.0428616251639715,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.45,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-19,ET0504,ET050403,2017-01-01,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,65,436,2017-01-01,0.1386750490563072,2017-12-10,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,343.0,ET05_ET0510_ET051003,ET05_ET0504_ET050403,0.0428616251639721,1.3115174503510751,1.2949006435891817,0.0,0.0428616251639715,1.3115174503510756,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.707692307692308,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-28,ET0503,ET050308,2017-03-29,Drought,ET05,ET0503,ET050392,Somali,Jarar,Daror,224,1354,2017-03-29,0.1386750490563072,2017-10-20,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,3,0.0,205.0,ET05_ET0503_ET050392,ET05_ET0503_ET050308,-0.9897138901498964,-1.8673129552254637,-0.7722600223814998,0.0,-0.9897138901498972,-1.867312955225464,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.044642857142857,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-10,ET0506,ET050603,2017-01-05,Drought,ET05,ET0506,ET030616,Somali,Fafan,Tog-Wajale,81,525,2017-01-05,0.1386750490563072,2017-05-08,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,123.0,ET05_ET0506_ET030616,ET05_ET0506_ET050603,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.481481481481482,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-16,ET0505,ET050506,2017-04-20,Drought,ET05,ET0505,ET050586,Somali,Korahe,Marsin,46,271,2017-04-20,0.1386750490563072,2017-09-11,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,4,0.0,144.0,ET05_ET0505_ET050586,ET05_ET0505_ET050506,-0.9897138901498964,-0.8077028200332839,-0.7722600223814998,0.0,-0.9897138901498972,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,5.891304347826087,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-24,ET0508,ET050808,2017-01-04,Drought,ET05,ET0508,ET050808,Somali,Afder,Dolobay,212,1102,2017-01-04,0.1386750490563072,2017-08-07,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood access services livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,215.0,ET05_ET0508_ET050808,ET05_ET0508_ET050808,0.0428616251639721,-0.8077028200332839,1.2949006435891817,0.0,0.0428616251639715,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.19811320754717,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-26,ET0508,ET050802,2017-07-01,Drought,ET05,ET0508,ET040801,Somali,Fafan,Tog-Wajale,525,3334,2017-07-01,0.1386750490563072,2017-10-15,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood access services livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,106.0,ET05_ET0508_ET040801,ET05_ET0508_ET050802,0.0428616251639721,-0.8077028200332839,-0.7722600223814998,0.0,0.0428616251639715,-0.8077028200332839,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.350476190476191,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-22,ET0503,ET050311,2017-10-05,Drought,ET05,ET0503,ET050306,Somali,Jarar,Bil'ilbur,318,1988,2017-10-05,0.1386750490563072,2017-03-07,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,0.0,ET05_ET0503_ET050306,ET05_ET0503_ET050311,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.251572327044025,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-22,ET0503,ET050311,2017-10-05,Drought,ET05,ET0503,ET050306,Somali,Jarar,Bil'ilbur,95,676,2017-10-05,0.1386750490563072,2017-08-15,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,0.0,ET05_ET0503_ET050306,ET05_ET0503_ET050311,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,7.11578947368421,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-20,ET0508,ET050807,2017-05-20,Drought,ET05,ET0508,ET050205,Somali,Fafan,Tog-Wajale,312,1684,2017-05-20,0.1386750490563072,2017-05-08,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,5,0.0,0.0,ET05_ET0508_ET050205,ET05_ET0508_ET050807,-0.9897138901498964,-0.8077028200332839,-0.7722600223814998,0.0,-0.9897138901498972,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.397435897435898,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-16,ET0508,ET050807,2017-05-20,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,224,1141,2017-05-20,0.1386750490563072,2017-10-19,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,0.3771490147280578,5,0.0,152.0,ET05_ET0508_ET050205,ET05_ET0508_ET050807,-0.9897138901498964,-0.8077028200332839,-0.7722600223814998,0.0,-0.9897138901498972,-0.8077028200332839,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.09375,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-19,ET0508,ET050807,2017-05-25,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,412,2409,2017-05-25,0.1386750490563072,2017-10-09,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources,0.1237968921180345,0.5176317066525747,-0.5642764926868786,-1.848422751068236,-0.3298281535567591,-2.651471861118468,5,0.0,137.0,ET05_ET0508_ET050205,ET05_ET0508_ET050807,-0.9897138901498964,-1.8673129552254637,-0.7722600223814998,0.0,-0.9897138901498972,-1.867312955225464,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.847087378640777,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-25,ET0508,ET050802,2017-06-20,Drought,ET05,ET0508,ET040801,Somali,Afder,Chereti/Weyib,316,1610,2017-06-20,0.1386750490563072,2017-10-08,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,110.0,ET05_ET0508_ET040801,ET05_ET0508_ET050802,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.094936708860759,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-11,ET0508,ET0508061,2017-10-06,Drought,ET05,ET0508,ET050806,Somali,Afder,Bare,359,2045,2017-10-06,0.1386750490563072,2017-10-10,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,4.0,ET05_ET0508_ET050806,ET05_ET0508_ET0508061,-0.9897138901498964,0.2519073151588957,-0.7722600223814998,0.0,-0.9897138901498972,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,5.696378830083566,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-24,ET0503,ET050303,2017-06-25,Drought,ET05,ET0503,ET050303,Somali,Jarar,Aware,261,1682,2017-06-25,0.1386750490563072,2017-09-25,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,92.0,ET05_ET0503_ET050303,ET05_ET0503_ET050303,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.444444444444445,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-11,ET0511,ET051103,2017-03-06,Drought,ET05,ET0504,ET050407,Somali,Erer,Lagahida,163,1061,2017-03-06,0.1386750490563072,2017-08-15,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,1.2442173938170624,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,3.5982451863446765,livelihood land resources id documentation access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,3.0318818730794392,0.3771490147280578,3,0.0,162.0,ET05_ET0504_ET050407,ET05_ET0511_ET051103,3.1405881711055783,2.3711275855432548,-0.7722600223814998,0.0,3.1405881711055765,2.3711275855432548,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.50920245398773,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-15,ET0507,ET050701,2017-03-06,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,80,480,2017-03-06,0.1386750490563072,2017-06-25,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,3,0.0,111.0,ET05_ET0507_ET040507,ET05_ET0507_ET050701,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.0,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-13,ET0506,ET050602,2017-06-14,Drought,ET05,ET0506,ET050602,Somali,Shabelle,Adadle,99,648,2017-06-14,0.1386750490563072,2017-05-07,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,0.0,ET05_ET0506_ET050602,ET05_ET0506_ET050602,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,6.545454545454546,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-13,ET0506,ET050602,2017-05-01,Drought,ET05,ET0506,ET050602,Somali,Fafan,Tog-Wajale,165,1023,2017-05-01,0.1386750490563072,2017-09-09,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,131.0,ET05_ET0506_ET050602,ET05_ET0506_ET050602,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.2,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-14,ET0506,ET050602,2017-06-24,Drought,ET05,ET0506,ET050602,Somali,Shabelle,Adadle,170,989,2017-06-24,0.1386750490563072,2017-09-15,-0.1647172818672541,-0.2271283812897489,accessibility lack of food no livelihood,1.2442173938170624,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,83.0,ET05_ET0506_ET050602,ET05_ET0506_ET050602,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.817647058823529,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-27,ET0507,ET050703,2017-05-18,Drought,ET05,ET0507,ET050703,Somali,Doolo,Geladin,300,1845,2017-05-18,0.1386750490563072,2017-07-13,-0.1647172818672541,4.402796314232056,No,-0.8037180680557422,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,5,0.0,56.0,ET05_ET0507_ET050703,ET05_ET0507_ET050703,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.15,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
2017-11-19,ET0504,ET050403,2017-07-17,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,35,221,2017-07-17,0.1386750490563072,2017-10-23,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,98.0,ET05_ET0510_ET051003,ET05_ET0504_ET050403,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.314285714285714,4.57572043141,11679800110.0,508.56252275199995,11.735217961199998,74.71450199419999,42.66,56.089999999999996,16.7466806447,2.60210981389,0.7899999999999999
